5CYZ_C	5CYZ_C
6OV2_A	6OV2_A
3DO6_A	3DO6_A
3EQX_A	3EQX_A
2C7N_A	2C7N_A
3MMY_H	3MMY_H
2I32_A	2I32_A
3LYF_D	3LYF_D
4GN0_A	4GN0_A
3QBT_B	3QBT_B
4ZPT_S	4ZPT_S
4ZPT_S	4KR0_B
2HWN_C	2HWN_C
2D10_B	2D10_B
3M7A_A	3M7A_A
4QX8_B	4QX8_B
3LK2_B	3LK2_B
3LK2_B	3AA6_B
3U82_A	3U82_A
3HUG_C	3HUG_C
3HUG_C	3HUG_A
1JIW_I	1JIW_I
3E7H_A	3E7H_A
2UUY_B	2UUY_B
5XCT_C	5XCT_C
3UL4_B	3UL4_B
1NTV_A	1NTV_A
3HTU_B	3HTU_B
2AZE_B	2AZE_B
1Q2H_A	1Q2H_A
3KA5_A	3KA5_A
2AZE_A	2AZE_A
3UEB_E	3UEB_E
1KPT_A	1KPT_A
1WDW_D	1WDW_D
1WDW_D	1WDW_B
1WDW_D	1WDW_H
1WDW_D	6HUL_B
3B08_B	3B08_B
4AQE_B	4AQE_B
2B97_A	2B97_A
2YBR_C	2YBR_C
1FS1_A	1FS1_A
2GIB_B	2GIB_B
4EEF_C	4EEF_C
1Y7T_B	1Y7T_B
5VU3_B	5VU3_B
4EW5_A	4EW5_A
3D2Q_A	3D2Q_A
6BB4_R	6BB4_R
6IN7_A	6IN7_A
2I25_N	2I25_N
2I25_N	2Z8W_D
4UDM_B	4UDM_B
1NNS_A	1NNS_A
3S5L_A	3S5L_A
3S5L_A	2G9H_A
3S5L_A	2OJE_A
3APR_E	3APR_E
3APR_E	1DP5_A
3HTU_A	3HTU_A
1I8L_A	1I8L_A
3MHS_B	3MHS_B
1CHO_I	1CHO_I
5DMJ_F	5DMJ_F
5DMJ_F	4YN0_A
4XL5_C	4XL5_C
4XL5_C	4XL5_A
2CX7_A	2CX7_A
1VHB_B	1VHB_B
1VHB_B	1VHB_A
1XG0_D	1XG0_D
4IHH_F	4IHH_F
4IHH_F	4IHH_G
1JWH_B	1JWH_B
1JWH_B	1JWH_A
1JWH_B	3ZU7_A
4M5F_B	4M5F_B
3U82_B	3U82_B
1CDL_B	1CDL_B
4P5A_A	4P5A_A
1Q74_C	1Q74_C
1JIF_A	1JIF_A
5Z7L_D	5Z7L_D
5Z7L_D	5Z7L_C
2Y3W_A	2Y3W_A
4DVG_A	4DVG_A
4DVG_A	5UPK_C
4DVG_A	1E96_A
4DVG_A	2UZI_R
4DVG_A	1LFD_B
4DVG_A	1GUA_A
4DVG_A	4HDO_B
4DVG_A	3QBT_A
6BN0_A	6BN0_A
5HEE_B	5HEE_B
1G38_A	1G38_A
3FHC_B	3FHC_B
1CNZ_B	1CNZ_B
1CNZ_B	1CM7_B
1CNZ_B	1CNZ_A
1CNZ_B	1CM7_A
1TE1_A	1TE1_A
3HPW_C	3HPW_C
1JKE_C	1JKE_C
4G8A_D	4G8A_D
4G8A_D	4G8A_C
3K9M_D	3K9M_D
5XBC_B	5XBC_B
2WPQ_B	2WPQ_B
4LGP_A	4LGP_A
4LGP_A	5J57_A
4LGP_A	6CWG_A
4UDM_A	4UDM_A
4LMQ_F	4LMQ_F
4LMQ_F	2J7Z_A
6FGO_D	6FGO_D
6FGO_D	6FGO_B
4EQA_A	4EQA_A
2PTC_I	2PTC_I
2PTC_I	1MTN_D
2PTC_I	3TGI_I
2PTC_I	2KAI_B
2PTC_I	1CBW_D
2BYK_B	2BYK_B
6ATG_C	6ATG_C
1IT2_B	1IT2_B
1IT2_B	1IT2_A
3K75_B	3K75_B
6OVK_R	6OVK_R
2AEQ_A	2AEQ_A
2AEQ_A	2AEP_A
2AEQ_A	1NCA_N
1N7Z_A	1N7Z_A
2YVJ_A	2YVJ_A
5K59_B	5K59_B
6PXH_A	6PXH_A
4ZFG_A	4ZFG_A
2ZZD_E	2ZZD_E
3A3D_B	3A3D_B
1PVH_B	1PVH_B
5DFV_A	5DFV_A
3N4I_B	3N4I_B
4JO7_D	4JO7_D
1YPY_A	1YPY_A
2E5Y_B	2E5Y_B
1PXV_D	1PXV_D
2V27_A	2V27_A
2BO9_A	2BO9_A
2BO9_A	2BO9_C
6K0Y_C	6K0Y_C
6K0Y_C	7VUX_A
6K0Y_C	5IUS_A
6K0Y_C	3BIK_B
5LXQ_C	5LXQ_C
1IG0_B	1IG0_B
3CQX_C	3CQX_C
3CQX_C	3CQX_D
2WD5_A	2WD5_A
4H2W_D	4H2W_D
4H2W_D	4H2W_C
6VEL_C	6VEL_C
6VEL_C	6ZTR_I
7DM2_A	7DM2_A
2PW8_I	2PW8_I
1UGP_A	1UGP_A
4Z8Q_B	4Z8Q_B
4CT7_A	4CT7_A
1ZPE_A	1ZPE_A
6JWJ_A	6JWJ_A
6IAP_A	6IAP_A
3GS2_D	3GS2_D
3GS2_D	3GS2_B
4Y7S_A	4Y7S_A
5I8J_A	5I8J_A
1GPW_A	1GPW_A
4XB6_E	4XB6_E
2YGG_A	2YGG_A
7LSG_C	7LSG_C
2B2X_A	2B2X_A
2B2X_A	1V7P_C
4LVN_B	4LVN_B
3FXD_B	3FXD_B
1DWK_C	1DWK_C
2XQR_J	2XQR_J
1TAW_A	1TAW_A
1TAW_A	2UUY_A
1TAW_A	2PTC_E
1TAW_A	4AOQ_A
1TAW_A	1BRC_E
1TAW_A	3TGI_E
1TAW_A	2KAI_A
1TAW_A	2R0L_A
1TAW_A	1CGI_E
4XB4_A	4XB4_A
4C99_A	4C99_A
4C99_A	4C99_C
3D4I_A	3D4I_A
3MCA_B	3MCA_B
5KY5_B	5KY5_B
1PCF_F	1PCF_F
1XWD_B	1XWD_B
3P9W_A	3P9W_A
3P9W_A	7KF0_C
3P9W_A	7KF1_F
1E6E_A	1E6E_A
7CQC_A	7CQC_A
4Z80_A	4Z80_A
3G9W_A	3G9W_A
4M5Z_A	4M5Z_A
4M5Z_A	6Q0O_A
4IAJ_B	4IAJ_B
2XPP_A	2XPP_A
5W4A_B	5W4A_B
6RO6_A	6RO6_A
5GY2_B	5GY2_B
6C62_C	6C62_C
4KSN_C	4KSN_C
5J4A_B	5J4A_B
6M9K_D	6M9K_D
6M9K_D	6M9K_E
6M9K_D	6M9K_F
7E72_E	7E72_E
1XW9_D	1XW9_D
1XW9_D	1F6M_C
1XW9_D	1F6M_D
1XW9_D	5XOC_B
5NOH_A	5NOH_A
5O9E_A	5O9E_A
3L5X_A	3L5X_A
3C1Q_B	3C1Q_B
1WQ6_A	1WQ6_A
3LUR_B	3LUR_B
3GTY_S	3GTY_S
3KBY_A	3KBY_A
4V0O_F	4V0O_F
3ZRG_B	3ZRG_B
2JKI_A	2JKI_A
3ZOQ_C	3ZOQ_C
2QJZ_A	2QJZ_A
5JCA_S	5JCA_S
2P3P_B	2P3P_B
6DDR_C	6DDR_C
1ANX_B	1ANX_B
3ONL_C	3ONL_C
3FXD_A	3FXD_A
5GJK_A	5GJK_A
6J9L_A	6J9L_A
6J9L_A	6J9L_B
5IKC_M	5IKC_M
5XOC_A	5XOC_A
1IB1_A	1IB1_A
1IB1_A	1IB1_B
1LJ2_C	1LJ2_C
1LJ2_C	1LJ2_D
1V7Z_F	1V7Z_F
4UBP_C	4UBP_C
4HDO_A	4HDO_A
2AW2_A	2AW2_A
1DOW_A	1DOW_A
5ELU_A	5ELU_A
5ELU_A	5ML9_B
1RM6_B	1RM6_B
3M6Z_A	3M6Z_A
1YYH_B	1YYH_B
1YYH_B	1OT8_A
3O6Q_C	3O6Q_C
3O6Q_C	3O6Q_A
1TDQ_B	1TDQ_B
1TDQ_B	1V7P_A
1TDQ_B	1V7P_B
1TDQ_B	1UEX_B
1TDQ_B	1UEX_A
2JJT_A	2JJT_A
2JJT_A	6BIT_G
2B7C_B	2B7C_B
3E4W_B	3E4W_B
4ZW2_B	4ZW2_B
1IDR_B	1IDR_B
7MHY_A	7MHY_A
3P8M_B	3P8M_B
3P8M_B	3P8M_A
4M38_A	4M38_A
4M38_A	4M38_B
2GH0_B	2GH0_B
2GH0_B	2GH0_D
2GH0_B	2GH0_A
2OZL_A	2OZL_A
5MJY_C	5MJY_C
3FPU_A	3FPU_A
4NG2_C	4NG2_C
4NG2_C	4NG2_K
2HBA_A	2HBA_A
6FHP_A	6FHP_A
3OWT_C	3OWT_C
4G6D_B	4G6D_B
3O4O_B	3O4O_B
4ZRJ_B	4ZRJ_B
1WFA_B	1WFA_B
1WFA_B	1WFA_A
5J3T_A	5J3T_A
1OQE_N	1OQE_N
6FC3_B	6FC3_B
2IJ0_A	2IJ0_A
2IJ0_A	2IJ0_B
6IVZ_A	6IVZ_A
4F3F_C	4F3F_C
3WVZ_B	3WVZ_B
1I5K_D	1I5K_D
3MOL_B	3MOL_B
2A6S_B	2A6S_B
4AYI_D	4AYI_D
4AYI_D	2W80_H
4AYI_D	5T5F_A
4AYI_D	4AYE_F
4AYI_D	7KET_C
6ODD_B	6ODD_B
6ODD_B	6NZU_F
6ODD_B	6NZU_B
3ZEU_B	3ZEU_B
2CJS_B	2CJS_B
2CJS_B	2CJS_A
2C9I_D	2C9I_D
4Q0Y_A	4Q0Y_A
2P54_A	2P54_A
6ORN_G	6ORN_G
5GGL_A	5GGL_A
5TXR_B	5TXR_B
3SSB_I	3SSB_I
1XVG_E	1XVG_E
3MIL_A	3MIL_A
7LR4_C	7LR4_C
5WUJ_A	5WUJ_A
3LK2_A	3LK2_A
2C0L_B	2C0L_B
2ZWD_A	2ZWD_A
4XWJ_B	4XWJ_B
4XWJ_B	2JEL_P
2XDG_A	2XDG_A
3DZA_A	3DZA_A
2WP0_C	2WP0_C
2WP0_C	2WP0_D
3EGG_A	3EGG_A
3EGG_A	4MP0_A
5T2P_B	5T2P_B
5N48_B	5N48_B
2PHN_A	2PHN_A
2HRK_A	2HRK_A
4ZQU_A	4ZQU_A
6A7V_C	6A7V_C
6A7V_C	6A7V_G
6A7V_C	6A7V_E
6A7V_C	6A7V_A
1CG5_A	1CG5_A
3A0Y_B	3A0Y_B
2X9A_A	2X9A_A
5F5S_B	5F5S_B
2AXG_C	2AXG_C
2AXG_C	2AXF_C
4FAO_D	4FAO_D
4FAO_D	4FAO_C
2G45_B	2G45_B
6CO2_B	6CO2_B
6CO2_B	6CO2_A
3LHP_S	3LHP_S
5JJD_B	5JJD_B
3VZA_C	3VZA_C
5K6D_B	5K6D_B
5EJC_A	5EJC_A
4HFK_D	4HFK_D
4HFK_D	4HFK_B
4HFK_D	4B6I_D
3DNH_B	3DNH_B
1S9R_A	1S9R_A
6E62_P	6E62_P
1FN9_A	1FN9_A
4KE2_A	4KE2_A
7VNB_B	7VNB_B
7VNB_B	7PS4_A
7VNB_B	7PS2_G
7VNB_B	6XC2_Z
7VNB_B	7X7O_B
7VNB_B	7KFW_B
7VNB_B	7PS0_E
7VNB_B	7NP1_B
7VNB_B	7MZJ_A
7VNB_B	7Q0G_E
7VNB_B	7N4J_A
7VNB_B	2DD8_S
7VNB_B	7MZK_A
7VNB_B	7PS6_E
7VNB_B	6ZDG_A
7VNB_B	7C01_A
7VNB_B	7MZM_A
7VNB_B	8GZ5_A
7VNB_B	6ZER_E
7VNB_B	6YLA_E
7VNB_B	7BNV_A
7VNB_B	7VYR_R
7VNB_B	7SWN_A
7VNB_B	6ZFO_A
7VNB_B	7ZF9_E
3ZWH_Q	3ZWH_Q
4WV1_C	4WV1_C
3F0O_B	3F0O_B
3F0O_B	3F0P_A
1OB1_C	1OB1_C
2B3Y_A	2B3Y_A
5GJK_B	5GJK_B
2JKI_T	2JKI_T
7CHZ_I	7CHZ_I
7CHZ_I	7Z4T_I
7CHZ_I	3O4O_A
6W4S_F	6W4S_F
2V1D_B	2V1D_B
4ZW2_A	4ZW2_A
5FZT_B	5FZT_B
2H9G_S	2H9G_S
3EGG_B	3EGG_B
3KD4_A	3KD4_A
5F1B_B	5F1B_B
1KYN_A	1KYN_A
3AJF_A	3AJF_A
4LRZ_B	4LRZ_B
4LRZ_B	4LRZ_A
5TFW_O	5TFW_O
5TFW_O	4M8Q_C
5TFW_O	4M62_S
2OMY_A	2OMY_A
3O6Q_B	3O6Q_B
3O6Q_B	3O6Q_D
3IT4_B	3IT4_B
3SSB_A	3SSB_A
7NFR_A	7NFR_A
7NFR_A	7NFQ_A
5Z51_A	5Z51_A
1JO0_A	1JO0_A
2CJS_C	2CJS_C
5Z7L_A	5Z7L_A
5Z7L_A	5Z7L_B
6GHO_B	6GHO_B
5JEM_D	5JEM_D
5JEM_D	5JEM_B
5JEM_D	7JFL_C
1YMP_B	1YMP_B
2QXV_B	2QXV_B
1I51_E	1I51_E
1I51_E	1I51_F
5W5C_A	5W5C_A
2ONF_B	2ONF_B
7SJO_C	7SJO_C
7SJO_C	7SJN_B
5WVO_C	5WVO_C
1JTD_A	1JTD_A
3ONW_A	3ONW_A
1IME_A	1IME_A
1IME_A	2BJI_B
4OYD_B	4OYD_B
3KXF_Q	3KXF_Q
1XQS_C	1XQS_C
3G3S_B	3G3S_B
4Z3X_A	4Z3X_A
1RLB_A	1RLB_A
1RLB_A	1RLB_D
1RLB_A	1RLB_B
1RLB_A	1RLB_C
3K6G_B	3K6G_B
1P27_A	1P27_A
1P27_A	1P27_C
1P27_A	1RK8_B
3FPN_A	3FPN_A
3CZZ_B	3CZZ_B
7NX3_A	7NX3_A
7NX3_A	7NX0_C
6ZSL_B	6ZSL_B
6OV2_B	6OV2_B
4ETW_A	4ETW_A
1I51_B	1I51_B
1I51_B	1I51_D
3DXC_B	3DXC_B
1DE4_C	1DE4_C
3NUF_A	3NUF_A
4WNN_A	4WNN_A
3ONL_B	3ONL_B
3ONL_B	3ONL_A
3ONL_B	2V8S_E
5JZE_B	5JZE_B
5JZE_B	5TL7_A
3VUX_B	3VUX_B
1WQJ_B	1WQJ_B
5BO1_I	5BO1_I
1HSA_C	1HSA_C
3VYS_C	3VYS_C
1E6E_B	1E6E_B
3IC3_B	3IC3_B
2JHF_B	2JHF_B
4MYY_B	4MYY_B
3OBL_B	3OBL_B
1K5D_B	1K5D_B
3IJW_A	3IJW_A
1I5K_A	1I5K_A
3A1G_D	3A1G_D
3G98_B	3G98_B
3LKT_Q	3LKT_Q
7T25_E	7T25_E
2QWO_B	2QWO_B
1JRH_I	1JRH_I
3L32_A	3L32_A
2I3T_B	2I3T_B
5M45_B	5M45_B
1ITH_B	1ITH_B
1ITH_B	1ITH_A
5BK1_A	5BK1_A
2C0L_A	2C0L_A
3VZA_A	3VZA_A
2XMX_A	2XMX_A
4GVQ_C	4GVQ_C
1ZD7_B	1ZD7_B
5OMN_B	5OMN_B
5OMN_B	6H71_B
5OMN_B	5KW9_A
5OMN_B	6H71_A
5OMN_B	7L5J_A
3O5T_B	3O5T_B
3D1G_A	3D1G_A
2DLB_A	2DLB_A
6NZU_I	6NZU_I
6NZU_I	6NZU_J
3SHG_B	3SHG_B
1I8L_C	1I8L_C
1I8L_C	7SU1_C
1I8L_C	7SU0_D
1MQ8_B	1MQ8_B
1MQ8_B	3HI6_A
1VKM_C	1VKM_C
5N6Y_C	5N6Y_C
5V03_B	5V03_B
2I32_E	2I32_E
5W9A_D	5W9A_D
5W9A_D	5W9A_A
5UK5_A	5UK5_A
6B0G_E	6B0G_E
3VYR_A	3VYR_A
1MTN_A	1MTN_A
2P4A_A	2P4A_A
2P4A_A	1DFJ_E
5EZU_A	5EZU_A
1YOZ_B	1YOZ_B
4HFK_A	4HFK_A
4HFK_A	4HFK_C
3QT2_C	3QT2_C
3QT2_C	3QT2_B
4JPK_A	4JPK_A
2WN3_B	2WN3_B
5UC0_A	5UC0_A
2II1_D	2II1_D
7CJ2_A	7CJ2_A
3RT0_A	3RT0_A
4QN8_B	4QN8_B
2XBB_A	2XBB_A
2F4M_A	2F4M_A
6D13_B	6D13_B
4JNU_B	4JNU_B
1T63_A	1T63_A
2OXL_B	2OXL_B
1PXV_A	1PXV_A
2G9H_B	2G9H_B
2G9H_B	2OJE_B
2G9H_B	3S5L_B
5IJ2_B	5IJ2_B
5JJD_A	5JJD_A
5UN7_A	5UN7_A
3VEJ_B	3VEJ_B
1RY7_A	1RY7_A
4ZQU_B	4ZQU_B
3VV2_B	3VV2_B
1AK4_A	1AK4_A
1AK4_A	1XO7_B
1C0E_B	1C0E_B
1C0E_B	1C0E_A
5UN7_B	5UN7_B
2HEV_F	2HEV_F
3P8M_C	3P8M_C
1Q8F_A	1Q8F_A
4YEB_B	4YEB_B
1LX5_A	1LX5_A
1LX5_A	4FAO_A
1LX5_A	4FAO_B
5CE9_A	5CE9_A
4MRT_A	4MRT_A
2QHQ_B	2QHQ_B
6PZ8_J	6PZ8_J
3OT9_B	3OT9_B
1MV8_C	1MV8_C
5Y1Z_C	5Y1Z_C
1GCQ_B	1GCQ_B
1VET_B	1VET_B
4ILW_F	4ILW_F
4ILW_F	2J0T_A
1AVA_D	1AVA_D
5MUY_B	5MUY_B
3KNB_B	3KNB_B
3KNB_B	2V9T_A
1EGW_B	1EGW_B
5TIH_A	5TIH_A
1R0K_A	1R0K_A
3HG0_A	3HG0_A
3HG0_A	4HEP_A
3HG0_A	3HG0_C
3HG0_A	3HG0_B
4JW3_A	4JW3_A
6NZU_E	6NZU_E
2EJN_B	2EJN_B
2BCX_B	2BCX_B
5OYL_A	5OYL_A
1TDQ_A	1TDQ_A
5TZT_C	5TZT_C
5TZT_C	2JJT_B
2BYK_A	2BYK_A
2XF7_A	2XF7_A
4EOZ_A	4EOZ_A
6FUB_A	6FUB_A
6FUB_A	6FUB_B
6GFX_C	6GFX_C
2AZE_C	2AZE_C
1LLF_B	1LLF_B
2AD6_A	2AD6_A
3ETO_A	3ETO_A
1F3U_G	1F3U_G
3RT4_A	3RT4_A
4FQ0_D	4FQ0_D
7OM4_C	7OM4_C
7OM4_C	4LEO_A
6FC0_A	6FC0_A
2J0T_E	2J0T_E
5B1Q_B	5B1Q_B
2PMB_C	2PMB_C
2HQ4_A	2HQ4_A
2WQI_C	2WQI_C
5ET1_A	5ET1_A
1X6I_A	1X6I_A
6JHT_C	6JHT_C
5CFL_A	5CFL_A
2FHZ_A	2FHZ_A
6FTO_C	6FTO_C
2VRS_B	2VRS_B
3K6G_A	3K6G_A
2GLZ_B	2GLZ_B
5ELU_B	5ELU_B
5ELU_B	5TVQ_B
5ELU_B	2IY0_B
5ELU_B	3RZW_B
5ELU_B	3QHT_A
4DKF_A	4DKF_A
4DKF_A	4EXP_A
3HLZ_B	3HLZ_B
5YIR_B	5YIR_B
4K1R_A	4K1R_A
6D13_A	6D13_A
5A5Y_A	5A5Y_A
1T61_E	1T61_E
3LVU_D	3LVU_D
6O2V_A	6O2V_A
1B8D_K	1B8D_K
4O66_D	4O66_D
6P50_C	6P50_C
5Y11_C	5Y11_C
5YOY_A	5YOY_A
5YOY_A	3IT8_A
5YOY_A	3IT8_B
5YOY_A	5M2M_A
5YOY_A	5YOY_B
5YOY_A	3IT8_C
5YOY_A	5M2M_B
5YOY_A	5YOY_C
5YOY_A	5M2M_C
7BBJ_B	7BBJ_B
1LJ2_A	1LJ2_A
1LJ2_A	1LJ2_B
2B9D_A	2B9D_A
4G6V_B	4G6V_B
6DKJ_C	6DKJ_C
6DKJ_C	3C5T_A
5EL3_B	5EL3_B
2OJE_D	2OJE_D
3TXS_C	3TXS_C
4J2L_D	4J2L_D
1IQD_C	1IQD_C
1JWH_C	1JWH_C
1JWH_C	1JWH_D
3IG9_C	3IG9_C
1UZ3_A	1UZ3_A
4REY_A	4REY_A
3HG0_D	3HG0_D
3HG0_D	3ZU7_B
3HG0_D	4K5A_B
3HG0_D	2J8S_D
3HG0_D	2J8S_E
3HG0_D	2V5Q_D
2GC4_B	2GC4_B
4GEQ_A	4GEQ_A
4GEQ_A	2FTX_A
5UZU_A	5UZU_A
5KWY_D	5KWY_D
5KWY_D	5KWY_B
2P12_A	2P12_A
2RJI_A	2RJI_A
6A7V_D	6A7V_D
6A7V_D	6A7V_U
6A7V_D	6A7V_H
4AEI_A	4AEI_A
5KKO_D	5KKO_D
3OL3_B	3OL3_B
4YTW_C	4YTW_C
1QL0_B	1QL0_B
1YOC_B	1YOC_B
1U0S_Y	1U0S_Y
2O3B_B	2O3B_B
4AQR_D	4AQR_D
2HNU_A	2HNU_A
6H86_A	6H86_A
6FHP_B	6FHP_B
4EQA_B	4EQA_B
3WWQ_B	3WWQ_B
3NIS_B	3NIS_B
4REY_B	4REY_B
2Q0O_B	2Q0O_B
2Q0O_B	2Q0O_A
4Z80_C	4Z80_C
2I3T_A	2I3T_A
1F6S_F	1F6S_F
2HTH_B	2HTH_B
4GN4_A	4GN4_A
3WN7_A	3WN7_A
6DLM_A	6DLM_A
2NUG_B	2NUG_B
2D1L_A	2D1L_A
1RY7_B	1RY7_B
5GY2_A	5GY2_A
3LAS_B	3LAS_B
1G1U_B	1G1U_B
1G1U_B	1G1U_C
1G1U_B	1G1U_D
1G1U_B	1G1U_A
4IHH_C	4IHH_C
4IHH_C	4IHH_B
4IHH_C	4IHH_A
6HUL_A	6HUL_A
4Y61_B	4Y61_B
2Y5B_B	2Y5B_B
2Y5B_B	3B08_A
1UWK_B	1UWK_B
3USH_B	3USH_B
1HC9_B	1HC9_B
1AK4_B	1AK4_B
2SNI_E	2SNI_E
2SNI_E	3VV2_A
2SNI_E	2TEC_E
5XQZ_D	5XQZ_D
1KGY_G	1KGY_G
1KGY_G	1KGY_E
3MXW_A	3MXW_A
3T7H_B	3T7H_B
6DGK_B	6DGK_B
3K9M_A	3K9M_A
1F3V_B	1F3V_B
6NZU_C	6NZU_C
6NZU_C	4ETW_B
6NZU_C	5KOF_D
6NZU_C	4IHH_H
6NZU_C	6NZU_G
4GIP_A	4GIP_A
6BK4_A	6BK4_A
1CBW_A	1CBW_A
1CBW_A	1CA0_A
1CBW_A	1CBW_G
3VYS_A	3VYS_A
6ON9_A	6ON9_A
2HWN_A	2HWN_A
2HWN_A	2HWN_B
4OE9_B	4OE9_B
1ICF_B	1ICF_B
1EF1_A	1EF1_A
4Q96_B	4Q96_B
4Q96_B	4Q96_A
1IG3_A	1IG3_A
3BZL_D	3BZL_D
7N0J_E	7N0J_E
1RRM_A	1RRM_A
4UE8_B	4UE8_B
1J7D_B	1J7D_B
1J7D_B	2BF8_A
1J7D_B	4Q5E_C
3T0Y_D	3T0Y_D
3T0Y_D	3T0Y_B
1K8K_E	1K8K_E
3KXF_P	3KXF_P
1GO4_G	1GO4_G
1GO4_G	1GO4_E
1GO4_G	1GO4_H
1GO4_G	1GO4_F
4PW9_B	4PW9_B
4PJ2_B	4PJ2_B
2OEZ_B	2OEZ_B
2PJY_C	2PJY_C
5J4A_A	5J4A_A
4C1N_F	4C1N_F
4C1N_F	2YCL_B
7VNG_D	7VNG_D
4Q7O_B	4Q7O_B
2Z7F_I	2Z7F_I
1WDW_A	1WDW_A
1WDW_A	1WDW_C
1S1Q_A	1S1Q_A
2HGX_B	2HGX_B
4LRX_D	4LRX_D
4LRX_D	4LRX_C
4LRX_D	4LRZ_F
5TL7_B	5TL7_B
5TL7_B	4M0W_A
5TL7_B	5E6J_A
2IGI_A	2IGI_A
2IYB_A	2IYB_A
2RJW_A	2RJW_A
2AYO_A	2AYO_A
1H8E_G	1H8E_G
1W1W_B	1W1W_B
2P6H_B	2P6H_B
3ZEU_A	3ZEU_A
2XF2_A	2XF2_A
5TGH_B	5TGH_B
3ONA_A	3ONA_A
3ONA_A	3ON9_A
2O3B_A	2O3B_A
3FN2_B	3FN2_B
2V3B_B	2V3B_B
4UU9_C	4UU9_C
3EOY_C	3EOY_C
3EOY_C	3EOY_A
3EOY_C	3EOY_B
4HWB_A	4HWB_A
2PTT_B	2PTT_B
2R56_B	2R56_B
5J72_A	5J72_A
2V5Q_A	2V5Q_A
3L51_B	3L51_B
4LJO_A	4LJO_A
5B5I_B	5B5I_B
4W4L_C	4W4L_C
1YCS_A	1YCS_A
4PW9_A	4PW9_A
2NQD_A	2NQD_A
5E5Y_C	5E5Y_C
2R2D_A	2R2D_A
2HY5_A	2HY5_A
5F1B_A	5F1B_A
3D7A_B	3D7A_B
6QFA_C	6QFA_C
1IU1_B	1IU1_B
4LTY_A	4LTY_A
6OKD_C	6OKD_C
1YCS_B	1YCS_B
2NQD_B	2NQD_B
2NQD_B	5VPL_A
4BKX_A	4BKX_A
5YGH_A	5YGH_A
1BTK_A	1BTK_A
2VKP_B	2VKP_B
4OYD_A	4OYD_A
6ON9_B	6ON9_B
3ZWL_F	3ZWL_F
3ZWL_F	3ZWL_B
6JHW_B	6JHW_B
